Distance_(cm), NH2OH_Sens_HOF_HCCO_(), NH2OH_Sens_HOF_CH2CO_(), NH2OH_Sens_HOF_HCCOH_(), NH2OH_Sens_HOF_N_(), NH2OH_Sens_HOF_NH_(), NH2OH_Sens_HOF_NH2_(), NH2OH_Sens_HOF_NH3_(), NH2OH_Sens_HOF_NNH_(), NH2OH_Sens_HOF_NO_(), NH2OH_Sens_HOF_NO2_(), NH2OH_Sens_HOF_N2O_(), NH2OH_Sens_HOF_HNO_(), NH2OH_Sens_HOF_CN_(), NH2OH_Sens_HOF_HCN_(), NH2OH_Sens_HOF_H2CN_(), NH2OH_Sens_HOF_HCNN_(), NH2OH_Sens_HOF_HCNO_(), NH2OH_Sens_HOF_HOCN_(), NH2OH_Sens_HOF_HNCO_(), NH2OH_Sens_HOF_NCO_(), NH2OH_Sens_HOF_N2_(), NH2OH_Sens_HOF_C3H8_(), NH2OH_Sens_HOF_CH2CHO_(), NH2OH_Sens_HOF_CH3CHO_(), NH2OH_Sens_HOF_H2NO_(), NH2OH_Sens_HOF_N2H2_(), NH2OH_Sens_HOF_HONO_(), NH2OH_Sens_HOF_N2H3_(), NH2OH_Sens_HOF_N2H4_(), NH2OH_Sens_HOF_NH2OH_()
9.407051e-01, 2.175321e-03, -1.098364e-02, 0.000000e+00, 0.000000e+00, 1.058276e+00, 1.316029e+01, -9.774298e-01, -8.176637e-01, -8.403551e-01, -1.208336e-03, -2.303976e-02, 1.485352e+00, -1.680955e-02, 5.231367e-03, 0.000000e+00, 0.000000e+00, 2.081839e-02, 0.000000e+00, 1.174526e-02, 1.096791e-02, 4.511829e-03, -1.232717e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.668332e+00, -1.727949e-02, 5.398958e+00, -6.487298e+00, 7.213251e-03
9.415064e-01, 2.153678e-03, -1.081404e-02, 0.000000e+00, 0.000000e+00, 1.045625e+00, 1.320127e+01, -9.671952e-01, -8.064483e-01, -8.207401e-01, -1.262804e-03, -2.290132e-02, 1.459589e+00, -1.597818e-02, 5.017622e-03, 0.000000e+00, 0.000000e+00, 2.004458e-02, 0.000000e+00, 1.137916e-02, 1.092937e-02, 3.114627e-03, -1.217175e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.648680e+00, -1.724560e-02, 5.388741e+00, -6.506367e+00, 7.251289e-03
9.423077e-01, 2.132088e-03, -1.064638e-02, 0.000000e+00, 0.000000e+00, 1.033104e+00, 1.324207e+01, -9.570307e-01, -7.953544e-01, -8.013410e-01, -1.316633e-03, -2.276573e-02, 1.434111e+00, -1.515632e-02, 4.806296e-03, 0.000000e+00, 0.000000e+00, 1.927978e-02, 0.000000e+00, 1.101863e-02, 1.089090e-02, 1.734685e-03, -1.201828e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.629376e+00, -1.721218e-02, 5.378673e+00, -6.525206e+00, 7.288990e-03
9.431090e-01, 2.110596e-03, -1.048101e-02, 0.000000e+00, 0.000000e+00, 1.020741e+00, 1.328261e+01, -9.469600e-01, -7.844051e-01, -7.821988e-01, -1.369713e-03, -2.263325e-02, 1.408970e+00, -1.434568e-02, 4.597834e-03, 0.000000e+00, 0.000000e+00, 1.852561e-02, 0.000000e+00, 1.066435e-02, 1.085259e-02, 0.000000e+00, -1.186710e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.610452e+00, -1.717930e-02, 5.368775e+00, -6.543777e+00, 7.326244e-03
9.439103e-01, 2.089247e-03, -1.031825e-02, 0.000000e+00, 0.000000e+00, 1.008557e+00, 1.332279e+01, -9.370050e-01, -7.736217e-01, -7.633513e-01, -1.421941e-03, -2.250409e-02, 1.384217e+00, -1.354788e-02, 4.392649e-03, 0.000000e+00, 0.000000e+00, 1.778355e-02, 0.000000e+00, 1.031695e-02, 1.081450e-02, 0.000000e+00, -1.171850e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.591938e+00, -1.714704e-02, 5.359063e+00, -6.562045e+00, 7.362941e-03
9.447115e-01, 2.068082e-03, -1.015842e-02, 0.000000e+00, 0.000000e+00, 9.965767e-01, 1.336252e+01, -9.271862e-01, -7.630240e-01, -7.448336e-01, -1.473223e-03, -2.237844e-02, 1.359897e+00, -1.276441e-02, 4.191127e-03, 0.000000e+00, 0.000000e+00, 1.705496e-02, 0.000000e+00, 9.976990e-03, 1.077672e-02, -2.274121e-03, -1.157279e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.573862e+00, -1.711545e-02, 5.349556e+00, -6.579974e+00, 7.398977e-03
9.455128e-01, 2.047142e-03, -1.000179e-02, 0.000000e+00, 0.000000e+00, 9.848198e-01, 1.340170e+01, -9.175225e-01, -7.526303e-01, -7.266779e-01, -1.523472e-03, -2.225649e-02, 1.336053e+00, -1.199664e-02, 3.993623e-03, 0.000000e+00, 0.000000e+00, 1.634110e-02, 0.000000e+00, 9.645005e-03, 1.073930e-02, -3.558598e-03, -1.143020e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.556248e+00, -1.708458e-02, 5.340267e+00, -6.597534e+00, 7.434249e-03
9.463141e-01, 2.026466e-03, -9.848610e-03, 0.000000e+00, 0.000000e+00, 9.733056e-01, 1.344025e+01, -9.080314e-01, -7.424573e-01, -7.089137e-01, -1.572609e-03, -2.213838e-02, 1.312723e+00, -1.124583e-02, 3.800464e-03, 0.000000e+00, 0.000000e+00, 1.564311e-02, 0.000000e+00, 9.321465e-03, 1.070232e-02, -4.813630e-03, -1.129096e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.539117e+00, -1.705451e-02, 5.331211e+00, -6.614695e+00, 7.468659e-03
9.471154e-01, 2.006091e-03, -9.699123e-03, 0.000000e+00, 0.000000e+00, 9.620518e-01, 1.347809e+01, -8.987290e-01, -7.325207e-01, -6.915680e-01, -1.620564e-03, -2.202423e-02, 1.289942e+00, -1.051314e-02, 3.611951e-03, 0.000000e+00, 0.000000e+00, 1.496204e-02, 0.000000e+00, 9.006792e-03, 1.066582e-02, -6.037372e-03, -1.115530e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.522487e+00, -1.702526e-02, 5.322398e+00, -6.631428e+00, 7.502118e-03
9.479167e-01, 1.986054e-03, -9.553538e-03, 0.000000e+00, 0.000000e+00, 9.510746e-01, 1.351514e+01, -8.896302e-01, -7.228344e-01, -6.746651e-01, -1.667269e-03, -2.191413e-02, 1.267743e+00, -9.799624e-03, 3.428356e-03, 0.000000e+00, 0.000000e+00, 1.429882e-02, 0.000000e+00, 8.701365e-03, 1.062987e-02, -7.228164e-03, -1.102339e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.506375e+00, -1.699688e-02, 5.313841e+00, -6.647710e+00, 7.534540e-03
9.487179e-01, 1.966391e-03, -9.412043e-03, 0.000000e+00, 0.000000e+00, 9.403887e-01, 1.355132e+01, -8.807484e-01, -7.134114e-01, -6.582275e-01, -1.712666e-03, -2.180817e-02, 1.246155e+00, -9.106240e-03, 3.249928e-03, 0.000000e+00, 0.000000e+00, 1.365432e-02, 0.000000e+00, 8.405517e-03, 1.059453e-02, -8.384512e-03, -1.089540e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.490796e+00, -1.696940e-02, 5.305549e+00, -6.663515e+00, 7.565850e-03
9.495192e-01, 1.947136e-03, -9.274813e-03, 0.000000e+00, 0.000000e+00, 9.300080e-01, 1.358658e+01, -8.720964e-01, -7.042635e-01, -6.422751e-01, -1.756703e-03, -2.170639e-02, 1.225204e+00, -8.433851e-03, 3.076892e-03, 0.000000e+00, 0.000000e+00, 1.302930e-02, 0.000000e+00, 8.119543e-03, 1.055984e-02, -9.505082e-03, -1.077147e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.475760e+00, -1.694287e-02, 5.297529e+00, -6.678825e+00, 7.595981e-03
9.503205e-01, 1.928323e-03, -9.142001e-03, 0.000000e+00, 0.000000e+00, 9.199449e-01, 1.362084e+01, -8.636856e-01, -6.954013e-01, -6.268263e-01, -1.799331e-03, -2.160883e-02, 1.204915e+00, -7.783234e-03, 2.909450e-03, 0.000000e+00, 0.000000e+00, 1.242444e-02, 0.000000e+00, 7.843695e-03, 1.052586e-02, -1.058869e-02, -1.065174e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.461278e+00, -1.691729e-02, 5.289789e+00, -6.693621e+00, 7.624877e-03
9.511218e-01, 1.909985e-03, -9.013743e-03, 0.000000e+00, 0.000000e+00, 9.102109e-01, 1.365406e+01, -8.555267e-01, -6.868347e-01, -6.118974e-01, -1.840507e-03, -2.151550e-02, 1.185308e+00, -7.155080e-03, 2.747783e-03, 0.000000e+00, 0.000000e+00, 1.184037e-02, 0.000000e+00, 7.578190e-03, 1.049264e-02, -1.163429e-02, -1.053632e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.447357e+00, -1.689270e-02, 5.282336e+00, -6.707887e+00, 7.652491e-03
9.519231e-01, 1.892154e-03, -8.890162e-03, 0.000000e+00, 0.000000e+00, 9.008162e-01, 1.368618e+01, -8.476295e-01, -6.785722e-01, -5.975028e-01, -1.880194e-03, -2.142639e-02, 1.166403e+00, -6.549998e-03, 2.592050e-03, 0.000000e+00, 0.000000e+00, 1.127762e-02, 0.000000e+00, 7.323210e-03, 1.046023e-02, -1.264098e-02, -1.042530e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.434005e+00, -1.686912e-02, 5.275174e+00, -6.721610e+00, 7.678787e-03
9.527244e-01, 1.874861e-03, -8.771363e-03, 0.000000e+00, 0.000000e+00, 8.917701e-01, 1.371717e+01, -8.400028e-01, -6.706217e-01, -5.836555e-01, -1.918359e-03, -2.134149e-02, 1.148217e+00, -5.968513e-03, 2.442386e-03, 0.000000e+00, 0.000000e+00, 1.073666e-02, 0.000000e+00, 7.078897e-03, 1.042869e-02, -1.360799e-02, -1.031876e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.421225e+00, -1.684655e-02, 5.268308e+00, -6.734779e+00, 7.703740e-03
9.535256e-01, 1.858134e-03, -8.657433e-03, 0.000000e+00, 0.000000e+00, 8.830808e-01, 1.374699e+01, -8.326548e-01, -6.629897e-01, -5.703663e-01, -1.954973e-03, -2.126075e-02, 1.130763e+00, -5.411067e-03, 2.298907e-03, 0.000000e+00, 0.000000e+00, 1.021790e-02, 0.000000e+00, 6.845361e-03, 1.039806e-02, -1.453468e-02, -1.021677e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.409021e+00, -1.682500e-02, 5.261741e+00, -6.747387e+00, 7.727336e-03
9.543269e-01, 1.842001e-03, -8.548446e-03, 0.000000e+00, 0.000000e+00, 8.747552e-01, 1.377562e+01, -8.255926e-01, -6.556819e-01, -5.576445e-01, -1.990013e-03, -2.118412e-02, 1.114055e+00, -4.878016e-03, 2.161705e-03, 0.000000e+00, 0.000000e+00, 9.721653e-03, 0.000000e+00, 6.622673e-03, 1.036840e-02, -1.542056e-02, -1.011938e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.397395e+00, -1.680449e-02, 5.255476e+00, -6.759429e+00, 7.749572e-03
9.551282e-01, 1.826486e-03, -8.444456e-03, 0.000000e+00, 0.000000e+00, 8.667990e-01, 1.380302e+01, -8.188225e-01, -6.487029e-01, -5.454973e-01, -2.023462e-03, -2.111155e-02, 1.098102e+00, -4.369624e-03, 2.030850e-03, 0.000000e+00, 0.000000e+00, 9.248173e-03, 0.000000e+00, 6.410867e-03, 1.033974e-02, -1.626526e-02, -1.002660e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.386345e+00, -1.678500e-02, 5.249514e+00, -6.770900e+00, 7.770455e-03
9.559295e-01, 1.811612e-03, -8.345499e-03, 0.000000e+00, 0.000000e+00, 8.592166e-01, 1.382919e+01, -8.123497e-01, -6.420559e-01, -5.339299e-01, -2.055307e-03, -2.104295e-02, 1.082910e+00, -3.886060e-03, 1.906384e-03, 0.000000e+00, 0.000000e+00, 8.797627e-03, 0.000000e+00, 6.209938e-03, 1.031214e-02, -1.706858e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.375870e+00, -1.676655e-02, 5.243856e+00, -6.781802e+00, 7.790001e-03
9.567308e-01, 1.797397e-03, -8.251594e-03, 0.000000e+00, 0.000000e+00, 8.520108e-01, 1.385413e+01, -8.061783e-01, -6.357429e-01, -5.229452e-01, -2.085542e-03, -2.097823e-02, 1.068484e+00, -3.427396e-03, 1.788327e-03, 0.000000e+00, 0.000000e+00, 8.370096e-03, 0.000000e+00, 6.019841e-03, 1.028563e-02, -1.783046e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.365966e+00, -1.674912e-02, 5.238501e+00, -6.792136e+00, 7.808236e-03
9.575321e-01, 1.783857e-03, -8.162736e-03, 0.000000e+00, 0.000000e+00, 8.451830e-01, 1.387782e+01, -8.003112e-01, -6.297645e-01, -5.125438e-01, -2.114166e-03, -2.091731e-02, 1.054823e+00, -2.993597e-03, 1.676669e-03, 0.000000e+00, 0.000000e+00, 7.965567e-03, 0.000000e+00, 5.840489e-03, 1.026024e-02, -1.855101e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.356628e+00, -1.673270e-02, 5.233447e+00, -6.801906e+00, 7.825194e-03
9.583333e-01, 1.771004e-03, -8.078901e-03, 0.000000e+00, 0.000000e+00, 8.387327e-01, 1.390028e+01, -7.947499e-01, -6.241200e-01, -5.027240e-01, -2.141186e-03, -2.086008e-02, 1.041927e+00, -2.584522e-03, 1.571372e-03, 0.000000e+00, 0.000000e+00, 7.583933e-03, 0.000000e+00, 5.671753e-03, 1.023601e-02, -1.923051e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.347847e+00, -1.671728e-02, 5.228692e+00, -6.811120e+00, 7.840917e-03
9.591346e-01, 1.758844e-03, -8.000044e-03, 0.000000e+00, 0.000000e+00, 8.326579e-01, 1.392151e+01, -7.894946e-01, -6.188070e-01, -4.934811e-01, -2.166616e-03, -2.080642e-02, 1.029788e+00, -2.199919e-03, 1.472373e-03, 0.000000e+00, 0.000000e+00, 7.224987e-03, 0.000000e+00, 5.513460e-03, 1.021295e-02, -1.986941e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.339614e+00, -1.670283e-02, 5.224230e+00, -6.819787e+00, 7.855450e-03
9.599359e-01, 1.747380e-03, -7.926095e-03, 0.000000e+00, 0.000000e+00, 8.269545e-01, 1.394153e+01, -7.845439e-01, -6.138215e-01, -4.848082e-01, -2.190477e-03, -2.075621e-02, 1.018399e+00, -1.839426e-03, 1.379575e-03, 0.000000e+00, 0.000000e+00, 6.888422e-03, 0.000000e+00, 5.365397e-03, 1.019109e-02, -2.046833e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.331917e+00, -1.668935e-02, 5.220058e+00, -6.827918e+00, 7.868846e-03
9.607372e-01, 1.736611e-03, -7.856964e-03, 0.000000e+00, 0.000000e+00, 8.216170e-01, 1.396037e+01, -7.798949e-01, -6.091582e-01, -4.766956e-01, -2.212796e-03, -2.070933e-02, 1.007745e+00, -1.502572e-03, 1.292858e-03, 0.000000e+00, 0.000000e+00, 6.573827e-03, 0.000000e+00, 5.227308e-03, 1.017042e-02, -2.102807e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.324743e+00, -1.667679e-02, 5.216168e+00, -6.835527e+00, 7.881162e-03
9.615385e-01, 1.726530e-03, -7.792538e-03, 0.000000e+00, 0.000000e+00, 8.166378e-01, 1.397804e+01, -7.755432e-01, -6.048101e-01, -4.691310e-01, -2.233608e-03, -2.066564e-02, 9.978107e-01, -1.188782e-03, 1.212073e-03, 0.000000e+00, 0.000000e+00, 6.280694e-03, 0.000000e+00, 5.098901e-03, 1.015094e-02, -2.154959e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.318075e+00, -1.666514e-02, 5.212553e+00, -6.842628e+00, 7.892455e-03
9.623397e-01, 1.717126e-03, -7.732685e-03, 0.000000e+00, 0.000000e+00, 8.120078e-01, 1.399459e+01, -7.714829e-01, -6.007687e-01, -4.620996e-01, -2.252955e-03, -2.062501e-02, 9.885769e-01, 0.000000e+00, 1.137044e-03, 0.000000e+00, 0.000000e+00, 6.008423e-03, 0.000000e+00, 4.979844e-03, 1.013264e-02, -2.203401e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.311898e+00, -1.665436e-02, 5.209204e+00, -6.849238e+00, 7.902787e-03
9.631410e-01, 1.708386e-03, -7.677253e-03, 0.000000e+00, 0.000000e+00, 8.077161e-01, 1.401003e+01, -7.677068e-01, -5.970244e-01, -4.555845e-01, -2.270883e-03, -2.058729e-02, 9.800212e-01, 0.000000e+00, 1.067574e-03, 0.000000e+00, 0.000000e+00, 5.756325e-03, 0.000000e+00, 4.869776e-03, 1.011552e-02, -2.248259e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.306191e+00, -1.664441e-02, 5.206111e+00, -6.855376e+00, 7.912218e-03
9.639423e-01, 1.700289e-03, -7.626074e-03, 0.000000e+00, 0.000000e+00, 8.037507e-01, 1.402442e+01, -7.642061e-01, -5.935662e-01, -4.495665e-01, -2.287447e-03, -2.055234e-02, 9.721184e-01, 0.000000e+00, 1.003445e-03, 0.000000e+00, 0.000000e+00, 5.523633e-03, 0.000000e+00, 4.768307e-03, 1.009953e-02, -2.289674e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.300935e+00, -1.663525e-02, 5.203263e+00, -6.861061e+00, 7.920811e-03
9.647436e-01, 1.692815e-03, -7.578964e-03, 0.000000e+00, 0.000000e+00, 8.000982e-01, 1.403778e+01, -7.609711e-01, -5.903822e-01, -4.440248e-01, -2.302703e-03, -2.052001e-02, 9.648410e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 5.309514e-03, 0.000000e+00, 4.675025e-03, 1.008466e-02, -2.327796e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.296107e+00, -1.662686e-02, 5.200649e+00, -6.866312e+00, 7.928627e-03
9.655449e-01, 1.685939e-03, -7.535728e-03, 0.000000e+00, 0.000000e+00, 7.967440e-01, 1.405016e+01, -7.579909e-01, -5.874594e-01, -4.389369e-01, -2.316714e-03, -2.049016e-02, 9.581597e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 5.113077e-03, 0.000000e+00, 4.589500e-03, 1.007085e-02, -2.362784e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.291686e+00, -1.661918e-02, 5.198256e+00, -6.871151e+00, 7.935723e-03
9.663462e-01, 1.679632e-03, -7.496163e-03, 0.000000e+00, 0.000000e+00, 7.936729e-01, 1.406160e+01, -7.552536e-01, -5.847843e-01, -4.342795e-01, -2.329545e-03, -2.046265e-02, 9.520435e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 4.933391e-03, 0.000000e+00, 4.511290e-03, 1.005808e-02, -2.394805e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.287649e+00, -1.661217e-02, 5.196073e+00, -6.875600e+00, 7.942158e-03
9.671474e-01, 1.673865e-03, -7.460056e-03, 0.000000e+00, 0.000000e+00, 7.908691e-01, 1.407216e+01, -7.527469e-01, -5.823430e-01, -4.300280e-01, -2.341262e-03, -2.043731e-02, 9.464603e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 4.769492e-03, 0.000000e+00, 4.439946e-03, 1.004628e-02, -2.424031e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.283972e+00, -1.660580e-02, 5.194087e+00, -6.879681e+00, 7.947987e-03
9.679487e-01, 1.668609e-03, -7.427193e-03, 0.000000e+00, 0.000000e+00, 7.883162e-01, 1.408187e+01, -7.504579e-01, -5.801210e-01, -4.261576e-01, -2.351936e-03, -2.041401e-02, 9.413776e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 4.620400e-03, 0.000000e+00, 4.375017e-03, 1.003542e-02, -2.450635e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.280632e+00, -1.660001e-02, 5.192284e+00, -6.883414e+00, 7.953262e-03
9.687500e-01, 1.663831e-03, -7.397358e-03, 0.000000e+00, 0.000000e+00, 7.859979e-01, 1.409078e+01, -7.483732e-01, -5.781039e-01, -4.226433e-01, -2.361634e-03, -2.039262e-02, 9.367622e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 4.485130e-03, 0.000000e+00, 4.316056e-03, 1.002544e-02, -2.474792e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.277605e+00, -1.659478e-02, 5.190652e+00, -6.886822e+00, 7.958031e-03
9.695513e-01, 1.659500e-03, -7.370338e-03, 0.000000e+00, 0.000000e+00, 7.838978e-01, 1.409894e+01, -7.464797e-01, -5.762773e-01, -4.194600e-01, -2.370425e-03, -2.037298e-02, 9.325814e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 4.362703e-03, 0.000000e+00, 4.262625e-03, 1.001628e-02, -2.496675e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.274869e+00, -1.659005e-02, 5.189179e+00, -6.889927e+00, 7.962341e-03
9.703526e-01, 1.655584e-03, -7.345921e-03, 0.000000e+00, 0.000000e+00, 7.819998e-01, 1.410640e+01, -7.447638e-01, -5.746272e-01, -4.165831e-01, -2.378377e-03, -2.035498e-02, 9.288030e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 4.252155e-03, 0.000000e+00, 4.214296e-03, 1.000790e-02, -2.516453e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.272400e+00, -1.658579e-02, 5.187851e+00, -6.892749e+00, 7.966235e-03
9.711538e-01, 1.652050e-03, -7.323902e-03, 0.000000e+00, 0.000000e+00, 7.802881e-01, 1.411320e+01, -7.432126e-01, -5.731395e-01, -4.139888e-01, -2.385556e-03, -2.033848e-02, 9.253954e-01, 1.090581e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 4.152548e-03, 0.000000e+00, 4.170655e-03, 1.000023e-02, -2.534293e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.270177e+00, -1.658195e-02, 5.186657e+00, -6.895310e+00, 7.969753e-03
9.719551e-01, 1.648870e-03, -7.304084e-03, 0.000000e+00, 0.000000e+00, 7.787475e-01, 1.411938e+01, -7.418132e-01, -5.718011e-01, -4.116538e-01, -2.392025e-03, -2.032337e-02, 9.223282e-01, 1.186964e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 4.062977e-03, 0.000000e+00, 4.131308e-03, 9.993221e-03, -2.550353e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.268180e+00, -1.657851e-02, 5.185585e+00, -6.897627e+00, 7.972930e-03
9.727564e-01, 1.646013e-03, -7.286278e-03, 0.000000e+00, 0.000000e+00, 7.773633e-01, 1.412499e+01, -7.405531e-01, -5.705992e-01, -4.095560e-01, -2.397846e-03, -2.030952e-02, 9.195722e-01, 1.273589e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.982576e-03, 0.000000e+00, 4.095879e-03, 9.986827e-03, -2.564786e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.266389e+00, -1.657543e-02, 5.184625e+00, -6.899722e+00, 7.975801e-03
9.743590e-01, 1.641183e-03, -7.256156e-03, 0.000000e+00, 0.000000e+00, 7.750224e-01, 1.413461e+01, -7.384154e-01, -5.685678e-01, -4.060080e-01, -2.407717e-03, -2.028532e-02, 9.149104e-01, 1.420197e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.846805e-03, 0.000000e+00, 4.035703e-03, 9.975725e-03, -2.589205e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.263365e+00, -1.657023e-02, 5.183007e+00, -6.903295e+00, 7.980716e-03
9.759615e-01, 1.637320e-03, -7.232020e-03, 0.000000e+00, 0.000000e+00, 7.731476e-01, 1.414245e+01, -7.366979e-01, -5.669427e-01, -4.031665e-01, -2.415657e-03, -2.026494e-02, 9.111758e-01, 1.537773e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.738293e-03, 0.000000e+00, 3.987159e-03, 9.966493e-03, -2.608774e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.260951e+00, -1.656609e-02, 5.181717e+00, -6.906184e+00, 7.984744e-03
9.775641e-01, 1.634246e-03, -7.212749e-03, 0.000000e+00, 0.000000e+00, 7.716520e-01, 1.414878e+01, -7.353244e-01, -5.656479e-01, -4.008996e-01, -2.422028e-03, -2.024774e-02, 9.081951e-01, 1.631750e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.651911e-03, 0.000000e+00, 3.948073e-03, 9.958814e-03, -2.624394e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.259029e+00, -1.656280e-02, 5.180691e+00, -6.908505e+00, 7.988057e-03
9.791667e-01, 1.631805e-03, -7.197392e-03, 0.000000e+00, 0.000000e+00, 7.704613e-01, 1.415384e+01, -7.342294e-01, -5.646187e-01, -3.990950e-01, -2.427139e-03, -2.023314e-02, 9.058211e-01, 1.706741e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.583306e-03, 0.000000e+00, 3.916607e-03, 9.952409e-03, -2.636834e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.257502e+00, -1.656020e-02, 5.179877e+00, -6.910359e+00, 7.990795e-03
9.807692e-01, 1.629871e-03, -7.185156e-03, 0.000000e+00, 0.000000e+00, 7.695138e-01, 1.415787e+01, -7.333578e-01, -5.638013e-01, -3.976591e-01, -2.431245e-03, -2.022066e-02, 9.039308e-01, 1.766589e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.528853e-03, 0.000000e+00, 3.891239e-03, 9.947047e-03, -2.646735e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.256290e+00, -1.655814e-02, 5.179229e+00, -6.911832e+00, 7.993068e-03
9.823718e-01, 1.628337e-03, -7.175389e-03, 0.000000e+00, 0.000000e+00, 7.687586e-01, 1.416105e+01, -7.326638e-01, -5.631514e-01, -3.965149e-01, -2.434557e-03, -2.020991e-02, 9.024235e-01, 1.814444e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.485577e-03, 0.000000e+00, 3.870722e-03, 9.942533e-03, -2.654624e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.255327e+00, -1.655650e-02, 5.178713e+00, -6.912997e+00, 7.994966e-03
9.839744e-01, 1.627118e-03, -7.167567e-03, 0.000000e+00, 0.000000e+00, 7.681547e-01, 1.416353e+01, -7.321102e-01, -5.626331e-01, -3.956004e-01, -2.437245e-03, -2.020056e-02, 9.012175e-01, 1.852856e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.451075e-03, 0.000000e+00, 3.854049e-03, 9.938710e-03, -2.660926e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.254559e+00, -1.655520e-02, 5.178300e+00, -6.913914e+00, 7.996560e-03
